,Datetime,density_label,relation_label,Text,Username,UserLocation,ReplyCount,LikeCount,RetweetCount
207,2022-03-29 11:27:13+00:00,,0,I feel like 75% of my mental health issues are strictly caused by having to deal with New York traffic everyday.,VKG_TV,"New York, USA",0,4,0
208,2022-03-29 11:19:04+00:00,,0,"Cool Doge Club NFT

Road Map:  Coming 🔜 
Discord:  Still under construction 
Website:  Coming Soon 🔜 

If you’re seeing this you’re still early. 

Like, Retweet and Follow for an early whitelist opportunity.

#NFT #NFTCommunity #NFTGiveaways #NFTs #NFTgame #NFTdrop #NFTartist https://t.co/LHmipETCpF",cooldogeclub,"Manhattan, NY",4,10,0
209,2022-03-29 11:16:23+00:00,,0,"@LisaLisa7357 I would guess no, not because of web 3 but because construction citizenship security etc all take a fairly long time",joshbobrowsky,"New York, USA",1,1,0
210,2022-03-29 11:14:11+00:00,2,1,"MATOC: Truck Crash with Injury. I-395 SB past VA-7 (Exit 5). City of Alexandria, VA. All lanes are blocked. Traffic gets by using right shoulder. SB delays are building. NB rubbernecking delays begin before Springfield Interchange.",PS_Enterpr,New York,0,0,0
211,2022-03-29 11:09:37+00:00,,0,"@unhealthytruth @j05hjay @sweetpup7 My apologies to all those people who had complications due to the vaccines. HOWEVER, the biggest “nut” is Erin who implied that Taylor Hawkins died due to being unvaccinated! It’s disgusting spewing nonsense just for clicks and traffic to your “holistic” unscientific website!",Rom_Space,"New York, USA",0,0,0
212,2022-03-29 11:09:10+00:00,2,1,"🚨 🚧 I-280 eastbound delays approaching exit 10, 3 lanes closed for emergency construction.  📷: I-280 @ Laurel Ave  #njtraffic https://t.co/y7irwN91kI",InesRosales,New Jersey / New York,0,9,0
213,2022-03-29 11:03:26+00:00,,0,@bluestogone1 @Joey_Kabbani @NjTank99 There’s some traffic rn but yea I also have a helicopter in case that doesn’t work out. https://t.co/RSWuu4gqPT,harryg1101,"New York, NY",2,1,0
214,2022-03-29 11:00:43+00:00,2,1,"Disabled vehicle. Left lane blocked in #Brooklyn on I-278 (Gow Expy) WB approaching 38th St/x23 (EB), stopped traffic back to The Prospect Expwy/x24 #traffic https://t.co/cLJ9IKsg5n",TotalTrafficNYC,New York City & New Jersey,0,0,0
215,2022-03-29 10:56:25+00:00,,0,I would caution people on this b/c it can be written in various ways. I’m assuming an all encompassing clause(s). It can be written in a way where they are off the hook for environmental conditions outside of their control and or the construction scope. The 😈 is in the details https://t.co/jq58BUdlnu,Merk256,New York City,0,2,0
216,2022-03-29 10:46:39+00:00,,0,"@johnrennhack @OzzieAraujo @ZachReports For how long? Two construction seasons?
Will they be union jobs?",RetiredPatriot1,New York,1,1,0
217,2022-03-29 10:43:21+00:00,,0,"@Bucs4Life92 @RayJack97010720 There was a car crash, pandemic, eye injury, and a lawsuit that states Top Rank failed to secure the fight by 2020…",_Merkaba_X,"New York, NY",1,5,0
218,2022-03-29 10:29:03+00:00,,0,Construction Begins on the Largest Cruise Terminal in North America https://t.co/BRnPvrZqyA,ArchDaily,New York,0,20,2
219,2022-03-29 10:19:37+00:00,,0,"Traffic Management Systems Market Size, Share, Growth, Opportunities and Global Forecast to 2028 https://t.co/hcArURjOcM",TheArticleTrunk,"New York, New York",0,0,0
220,2022-03-29 10:19:24+00:00,,0,"@CryptOH10 @LomahCrypto Who is this person trying to stick it to though? There is no ""man"" with evil Mr. Burns hands. 
Just crappy laws, corrupt politicians and earmarking compounded over couple hundred years.

It's like throwing a rock at construction workers for a traffic backup. Utterly pointless.",kluza,"New York, NY",0,0,0
221,2022-03-29 10:17:20+00:00,0,1,Updated: Construction on #M15SBSBus at Houston St/Second Ave https://t.co/cK1dWcc6is,511NY,New York State,0,0,0
222,2022-03-29 10:17:19+00:00,0,1,Updated: Construction on #M15Bus at Houston St/Second Ave https://t.co/cK1dWcc6is,511NY,New York State,0,0,0
223,2022-03-29 10:16:43+00:00,,0,"Our suggestion, you’re trying to sell them your product or service. CREATE PROSPERITY. Brought to you by Traffic Paymaster! MG",REAL_MGreen,"New York, NY",0,0,0
224,2022-03-29 10:15:20+00:00,,0,#MLMbusiness #SuccessOnline #DigitalMarketing This can be quite possibly the most well-performing technique of generating traffic towards your company but given that you will have the secret key element https://t.co/mJxIeCtT4s https://t.co/07KtXkPvX0,TheWealthZone,"New York, NY",0,0,0
225,2022-03-29 10:09:59+00:00,,0,🚨BREAKING 🚨: @FDNY finished putting out a massive fire in a vacant 3 story home in the Morrisania section of The Bronx. Crews say it happened at 3am. No injuries to report. FDNY is warning of smoke and traffic delays + asking nearby residents to keep windows shut. @CBSNewYork https://t.co/WjNxq94oMW,elijahwestbrook,"New York, NY",0,2,2
226,2022-03-29 10:09:40+00:00,1,1,That truck heading to the upper level of the GW Bridge has been cleared.  The construction on 280 is still out there. https://t.co/KmnYFe6rKB,heatherorourke7,NYC,0,4,0
227,2022-03-29 10:09:11+00:00,1,1,Updated: Construction on #Systemwide https://t.co/U3VI2WiHwg,511NY,New York State,0,0,0
228,2022-03-29 10:09:11+00:00,0,1,Cleared: Construction on #BrooklynBridge EB from Manhattan Side to Brooklyn Side,511NY,New York State,0,0,0
229,2022-03-29 09:59:17+00:00,1,1,"@jdumes98 @Powera66 @TransAlt No way!!! Car traffic will never go away, not in NYC maybe in upstate or rural areas… I can agree on some bike lanes in NYC, but in already super congested areas I don’t… like let’s talk about queens Blvd… if I have seen 3 bikes using the bike lanes in 2 years it’s alot",Phynesse75,"Ridgewood, Queens",0,1,0
230,2022-03-29 09:59:16+00:00,0,1,Cleared: Construction on #42StShuttle Both directions from Times Sq - 42 St to Grand Central - 42 St,511NY,New York State,0,0,0
231,2022-03-29 09:49:09+00:00,,0,"There was a car accident at the Sports Hall, there are several injured (updated) – Szeged news https://t.co/GLAZs0U0MH",topwhichcom,New York,0,0,0
232,2022-03-29 09:48:53+00:00,,0,Looking for the suitable website traffic  by means of advertising and marketing https://t.co/AHCEfNXaCb,TheWealthZone,"New York, NY",0,0,0
233,2022-03-29 09:30:38+00:00,,0,It could feel like a current issue is snapping for your attent... More for Aquarius https://t.co/ROPD84wBXD,EOC212,New York City,0,0,0
234,2022-03-29 09:29:05+00:00,1,1,"@NotifyNYC: .@FDNY Three Alarm Fire: E. 165th Street and Union Avenue, BX. Expect smoke and traffic delays in the area. People nearby should avoid smoke and close windows. Multilingual/ASL link: https://t.co/p4A15QIFgC. #fire",DutchKillsCivic,"Long Island City, Queens",0,0,0
235,2022-03-29 09:29:01+00:00,,0,I most definitely will explain smart and practical remedies that will help prepare almost endless number of web site traffic https://t.co/w2aob9ddWi,TheWealthZone,"New York, NY",0,0,0
236,2022-03-29 09:16:13+00:00,,,@joshbechill5 Swear to god if I survive a car accident and someone comes up to me with a camera asking if “I’m good” imma Will smith smack em,angelicaggx,"New York, USA",0,0,0
237,2022-03-29 09:12:00+00:00,,0,"Fourteen housing and #climateactivists arrested outside governor’s #Midtown office after shutting traffic down

https://t.co/TKgAO6vXA8",MetroFocus,"New York, NY",1,1,0
238,2022-03-29 09:11:39+00:00,2,1,"Commuter Alert: @heatherorourke7 says in West Orange, NJ.. there is emergency construction forcing the closure of three lanes on EB I-280 at exit 10 #abc7NY https://t.co/3tAxkAsCgJ",KenRosatoABC7,New York City,1,10,2
239,2022-03-29 09:05:05+00:00,0,1,Cleared: Construction on #US19TonnelleAvenue SB at Fairview Av,511NY,New York State,0,0,0
240,2022-03-29 09:05:04+00:00,0,1,Cleared: Construction on #US19TruckRoute NB at Hackensack River Drawbridge,511NY,New York State,0,0,0
241,2022-03-29 09:03:25+00:00,1,1,Updated: Construction on #I278 EB from 2nd Avenue to Exit 25 - I-478 https://t.co/jqQ5aLvDJZ,511NY,New York State,0,0,0
242,2022-03-29 09:03:25+00:00,0,1,Updated: Construction on #US19TonnelleAvenue SB at Fairview Av https://t.co/b2Pjk2gkqZ,511NY,New York State,0,0,0
243,2022-03-29 09:00:00+00:00,0,1,Cleared: Construction on #DLine NB from 145 St to Tremont Av,511nyBDFV,New York City,0,0,0
244,2022-03-29 08:59:59+00:00,0,1,Cleared: Construction on #DLine NB from 145 St to Tremont Av,511NY,New York State,0,0,0
245,2022-03-29 08:59:01+00:00,0,1,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,511nyACE,New York City,0,0,0
246,2022-03-29 08:59:01+00:00,0,1,Cleared: Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av,511NY,New York State,0,0,0
247,2022-03-29 08:59:00+00:00,0,1,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,511nyACE,New York City,0,0,0
248,2022-03-29 08:59:00+00:00,0,1,Cleared: Construction on #ALine NB from Broadway Jct to Utica Av,511NY,New York State,0,0,0
249,2022-03-29 08:57:10+00:00,0,1,Cleared: Construction on #GrandCentralParkway EB at 94th Street,511NY,New York State,0,0,0
250,2022-03-29 08:57:09+00:00,0,1,Cleared: Construction on #WilliamsburgBridge WB from Brooklyn Side to Manhattan Side,511NY,New York State,0,0,0
251,2022-03-29 08:57:09+00:00,0,1,Cleared: Construction on #GrandCentralParkway WB at 94th Street,511NY,New York State,0,0,0
252,2022-03-29 08:57:09+00:00,0,1,Cleared: Construction on #RFKTriboroughBridge NB from Queens Span to Bronx Span,511NY,New York State,0,0,0
253,2022-03-29 08:52:12+00:00,0,1,"CLEARED CLEARED LOWER HUDSON VALLEY: Road maintenance operations: SB on I-87 at exit 7A: Incident clear, traffic normal",ThruwayTraffic,New York,0,0,0
254,2022-03-29 08:51:42+00:00,,,"@lilchiva Why Maine? Beaches are rocky, water is cold, traffic is terrible and the food is mediocre",ny_flaneur,"Manhattan, NY",0,1,0
255,2022-03-29 08:47:40+00:00,0,1,"UPDATE CLEARED LOWER HUDSON VALLEY: Road maintenance operations: SB on I-87 at exit 7A: Incident clear, traffic normal",ThruwayTraffic,New York,0,0,0
256,2022-03-29 08:45:49+00:00,,0,@ThomasEWoods I have to say most native nyc drivers back into parking spaces bc of car/people traffic it’s safer to pull out seeing what’s in front of you then vice versa.,Miss_NyCity,"NYC, NY",0,0,0
257,2022-03-29 08:42:14+00:00,,0,"We track how #COVID19 is shutting down economy after economy via real-time traffic data.

Current countries in focus: #Ukraine #Iceland #Slovakia #Peru #Finland

#SocialDistancing https://t.co/rwny90xe5b",ExanteData,"New York, NY",1,0,0
258,2022-03-29 08:33:21+00:00,0,1,Updated: Construction on #M9Bus Both directions from Essex St/E Houston St to Av C/E 10 St https://t.co/Hixca2tkps,511NY,New York State,0,0,0
259,2022-03-29 08:33:21+00:00,0,1,Updated: Construction on #M21Bus Both directions from E Houston St/Av C to E Houston St/Essex St https://t.co/mzfc0EOXYM,511NY,New York State,0,0,0
260,2022-03-29 08:29:56+00:00,1,1,".@FDNY Three Alarm Fire: E. 165th Street and Union Avenue, BX. Expect smoke and traffic delays in the area. People nearby should avoid smoke and close windows. Multilingual/ASL link: https://t.co/PosXqPHajp. #fire",NotifyNYC,New York City,0,4,0
261,2022-03-29 08:29:16+00:00,0,1,Cleared: Construction on #I278 EB from Union Street to Exit 27 - Atlantic Avenue,511NY,New York State,0,0,0
262,2022-03-29 08:29:16+00:00,0,1,Cleared: Construction on #M21Bus Both directions from E Houston St/Av C to E Houston St/Essex St,511NY,New York State,0,0,0
263,2022-03-29 08:29:15+00:00,0,1,Cleared: Construction on #M9Bus Both directions from Essex St/E Houston St to Av C/E 10 St,511NY,New York State,0,0,0
264,2022-03-29 08:01:57+00:00,0,1,Cleared: Construction on #HollandTunnel WB from New York Side to New Jersey Side,511NY,New York State,0,0,0
265,2022-03-29 08:01:16+00:00,2,1,LOWER HUDSON VALLEY: Road maintenance operations: SB on I-87 at exit 7A: Exit ramp closed seek alternate routes,ThruwayTraffic,New York,0,0,0
266,2022-03-29 08:00:16+00:00,,0,"The fish trade in Bor, #SouthSudan🇸🇸 is thriving, with thanks to @unmissmedia for the construction of the Bor Fish Market in 2016, which houses 50+ sellers.🐟

However, 6 years of wear &amp; tear has led to requests for UNMISS to rehabilitate the structure 👉🏾https://t.co/hlPsTHaVB1",UNPeacekeeping,"New York, NY",0,6,7
267,2022-03-29 07:57:05+00:00,,0,Bam picks new head for Irish business https://t.co/j5YFyzVCqS #appointments #BAM https://t.co/Eyl1uyeyjk,TCindexUSA,"New York, USA",0,0,1
268,2022-03-29 07:57:02+00:00,,0,Deme win Italian port dredging https://t.co/aqopUPekwR #contract #deme https://t.co/aIgJ9dVvt3,TCindexUSA,"New York, USA",0,1,1
269,2022-03-29 07:55:02+00:00,,0,"#NewportNews #Virginia, Shop for Milwaukee Tools. Check out our selection of power tools &amp; hand tools including electrical tools, plumbing tools, carpentry tools, construction tools and more. #ad https://t.co/OitTVnNnwv",PEngNewYork,New York NY,0,0,0
270,2022-03-29 07:47:12+00:00,2,1,LOWER HUDSON VALLEY: Road maintenance operations: SB on I-87 at exit 7A: Exit ramp closed,ThruwayTraffic,New York,0,0,0
271,2022-03-29 07:46:16+00:00,,0,"#WorkWithJamesHicks Really the most convenient way to pick up unrestricted site traffic, material right here https://t.co/8OI9DJqVZq https://t.co/kFSpiN9I4e",TheWealthZone,"New York, NY",0,0,0
272,2022-03-29 07:34:33+00:00,1,1,Construction on #I278 EB from Union Street to Exit 27 - Atlantic Avenue https://t.co/xhzVoVMA0z,511NY,New York State,0,0,0
273,2022-03-29 07:28:19+00:00,0,1,Cleared: Construction on #I278 EB from Union Street to Congress Street,511NY,New York State,0,0,0
274,2022-03-29 07:19:35+00:00,,0,@POTUS I think the problem is available construction workers because if it was just money the industry would be building them. So all you’re doing is subsidizing another industry.,END_JRN,Manhattan NY,0,0,0
275,2022-03-29 07:13:19+00:00,,0,hala ka yawa sa traffic,sayrameee,New York,0,0,0
276,2022-03-29 06:56:50+00:00,,0,"🡑

❝ Don't go anywhere, bub! ❞ Frank said to his target, breaking his kneecaps and tossing him in the dumpster to chase down that newfound howl from the top of a nearby building., charging and rummaging through traffic, leaping towards rooftops before finally...

🡓",freakinfranked,"Hell's Kitchen, NY",1,0,0
277,2022-03-29 06:44:41+00:00,,0,BacTech Environmental Secures Tenguel Plant Construction Permit from Ministry of Energy and Non-Renewable Resources https://t.co/SYXCfiNxU2 $BCCEF,LlcBillionaire,"New York, USA",0,0,0
278,2022-03-29 06:44:33+00:00,1,1,Paris had such bad traffic,DylanValladao,"New York,NY",0,0,0
279,2022-03-29 06:39:23+00:00,,0,Construction Equipment Rental https://t.co/eNMwxkbZKT,TheArticleTrunk,"New York, New York",0,0,0
280,2022-03-29 06:39:09+00:00,0,1,Cleared: Incident on #NY27 EB at I-278 Gowanus Expressway,511NY,New York State,0,0,0
281,2022-03-29 06:37:33+00:00,0,1,"Night Owls &amp; Early Birds:

NYC’s #1 Rated Radio Newscast: 1-5 AM

1010 WINS News Radio

Traffic/Transit Jeff Jensen. Accuweather Carl Babinski

More #subwayviolence

The Big #freeze continues 

More #Oscars2022 fall-out

“You give us 22 minutes. We’ll give you the World.” https://t.co/4yuJPNa2Lm",MarioBosquezAlc,New York City,0,14,0
282,2022-03-29 06:33:22+00:00,0,1,Cleared: Construction on #FranklinDRooseveltDrive NB at East 28th Street,511NY,New York State,0,0,0
283,2022-03-29 06:21:57+00:00,1,1,Stuck in Traffic https://t.co/mS72Dk0ek4 via @YouTube,itsmymy_xo,"New York, NY",0,0,0
284,2022-03-29 06:20:42+00:00,,0,"@Thelumusa_Nkosi 2020, had a car accident a week after my birthday",IAm_Ntsiki,Johannesburg/New York,0,0,0
285,2022-03-29 06:08:26+00:00,1,1,Incident on #NY27 EB at I-278 Gowanus Expressway https://t.co/GuUZ6D1fCM,511NY,New York State,0,0,0
286,2022-03-29 06:01:34+00:00,,0,"Gas prices seem to be hitting retail foot traffic, https://t.co/o4Ud7xGND2 data finds https://t.co/yYDEdAEFOe by @BrookeDiPalma https://t.co/vCj9I9uV73",YahooFinance,"New York, NY",3,8,1
287,2022-03-29 05:53:41+00:00,,0,#BlogPost This distinct traffic creation program will highlight best ways to create a recruitment frenzy utilising social websites https://t.co/e6sVFgb7Ll https://t.co/ZWGICKlCtT,TheWealthZone,"New York, NY",0,0,0
288,2022-03-29 05:42:53+00:00,,0,@OctopusHas8Arms @Gothamist a thing called construction will keep keep a lot of people working or give some a job,crash_nyc,"New York, NY",1,0,0
289,2022-03-29 05:38:23+00:00,,0,Does it make me a Karen if I called 311 to make a noise complaint on these damn after hour construction workers??? 😭 it’s nearly 2am a bitch trynna sleep,maghrebray,"New York, USA",3,3,0
290,2022-03-29 05:36:23+00:00,,0,Never Trust A Woman In Bikini | Car Crash Compilation https://t.co/sJIE7hU859,724accidents,"New York, US",0,1,0
291,2022-03-29 05:31:27+00:00,,0,#BeYourOwnBoss #SocialMedia Practically never again are you going to experience a hard time getting targeted traffic by means of this technique https://t.co/a223dNPofJ https://t.co/SS3RqjqFrO,TheWealthZone,"New York, NY",0,0,0
292,2022-03-29 05:05:34+00:00,,0,@KamBrothers got caught up watching it which is so easy to do. it's almost a partner film to 'traffic' despite different actors/director. that super saturated color and jumpy scenes.,russbengtson,New York,0,1,0
293,2022-03-29 04:59:32+00:00,1,1,Updated: Construction on #RFKTriboroughBridge NB from Queens Span to Bronx Span https://t.co/IgNo3HpVsj,511NY,New York State,0,0,0
294,2022-03-29 04:54:16+00:00,,0,Spring Traffic Review – 6 Powerful Traffic Sources Uncovered – Spring Traffic OTO https://t.co/syZEeTzSMb,WilliamReviewT,"New York, USA",0,0,0
295,2022-03-29 04:46:34+00:00,1,1,@GORSKIDAGENERAL I made it happen. If however I might be in traffic and a problem in my range I got to wack it !,Ihsan4President,"New York, NY",0,0,0
296,2022-03-29 04:45:39+00:00,,0,#NetworkMarketingSuccess We understand getting targeted traffic and we'll confirm that to you as well as teach you ways to do exactly the same https://t.co/lZP7yEPtyi https://t.co/RGRr2gMyTt,TheWealthZone,"New York, NY",0,0,0
297,2022-03-29 04:45:26+00:00,,0,"... the construction of the museum’s $431 million Richard Gilder Center for Science, Education and Innovation, the finer details of which were unveiled on Monday, along with a new opening date of next winter.
https://t.co/OUF6QutBCT",nenazhivina,"New York City, NY",0,1,0
298,2022-03-29 04:38:38+00:00,,0,@SweetLifeOfPapi Pull her outta the whip like it was a traffic stop hot damn 🥴,Tropicblunder02,"New York, USA",0,0,0
299,2022-03-29 04:35:42+00:00,,0,"@Gothamist Most housing insecure are already in shelters. @NYCHRA has more units of supportive housing vacant than the remainder unsheltered. People in encampments are severely troubled—and they often self-exclude from services.

Letting them languish under an expressway is not compassion.",NycBureaucrat,New York,2,2,0
300,2022-03-29 04:29:44+00:00,0,1,"CLEARED LOWER HUDSON VALLEY: Injury crash: SB on I-95 exit 19-exit 18B: Left &amp; center lanes blocked: Incident clear, traffic normal.",ThruwayTraffic,New York,0,0,0
301,2022-03-29 04:27:18+00:00,,0,"People sleeping long-term in encampments are severely troubled. They often self-exclude from services in favor of small irrational comforts (hoarding, substances, etc)

Letting them languish under an expressway is also hurtful, even if some find it easier to swallow. https://t.co/7Puyr4fYUf",NycBureaucrat,New York,0,0,0
302,2022-03-29 04:11:41+00:00,,0,"@madmart33363545 @ShahanaFromBK I agree. Private rooms would be a good start, with locks and enough restrooms and cooking areas to go around. That means money, funding, and more construction. Sounds like the sort of thing you could introduce legislation about.",Kuuga_Gameing,NYC,0,0,0
303,2022-03-29 04:08:22+00:00,1,1,Updated: Construction on #HollandTunnel WB from New York Side to New Jersey Side https://t.co/4zTt1bz2P0,511NY,New York State,0,0,0
304,2022-03-29 04:06:30+00:00,1,1,Construction on #HollandTunnel WB from New York Side to New Jersey Side https://t.co/4zTt1bz2P0,511NY,New York State,0,0,0
305,2022-03-29 04:00:30+00:00,1,1,Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av https://t.co/7oqUf5Pbhp,511nyACE,New York City,0,0,0
306,2022-03-29 04:00:30+00:00,1,1,Construction on #42StShuttle Both directions from Times Sq - 42 St to Grand Central - 42 St https://t.co/DZFqhcMcX1,511NY,New York State,0,0,0
307,2022-03-29 04:00:29+00:00,1,1,Construction on #ELine NB from Queens Plaza to Jackson Hts - Roosevelt Av https://t.co/6jtV5PZU5i,511NY,New York State,0,0,0
308,2022-03-29 03:57:50+00:00,,0,@doorsandphotos @carrotktm He was given drugs and then had a car accident that lander him in the ICU for a few days. So he lost all his memories,aboywithablog,New York,1,14,0
309,2022-03-29 03:55:01+00:00,1,1,Construction on #BrooklynBridge EB from Manhattan Side to Brooklyn Side https://t.co/56O9N2qYBQ,511NY,New York State,0,0,0
310,2022-03-29 03:51:09+00:00,,0,"I dead just learned the difference between a parkway and an expressway

#mindblown",JohnnyKyng,"New York, USA",1,0,0
311,2022-03-29 03:45:49+00:00,,0,Milliner tells us of the construction: https://t.co/xOYkyPKNoT,Jahaza,"New York, NY",1,0,0
312,2022-03-29 03:31:36+00:00,0,1,Cleared: Construction on #FranklinDRooseveltDrive NB from 28th Street to 30th Street,511NY,New York State,0,0,0
313,2022-03-29 03:29:24+00:00,1,1,Construction on #FranklinDRooseveltDrive NB from 28th Street to 30th Street https://t.co/cwyIoXEiq2,511NY,New York State,0,0,0
314,2022-03-29 03:27:08+00:00,,0,#Leads #DigitalMarketing The great thing is I can present to you the way i calculated getting traffic from Twitter https://t.co/EzZRMXag3V https://t.co/LbtCIWXnrV,TheWealthZone,"New York, NY",0,0,0
315,2022-03-29 03:21:02+00:00,,0,They can’t possibly still be doing construction outside my apartment,D_Lubofsky,"New York, NY",0,0,0
316,2022-03-29 03:18:58+00:00,,0,"@thefuzzybastard @RadFemme74 @newtonsappled @JoshuaPotash @mattzollerseitz The mass construction of social housing, provided no-strings-attached to the people of this city, would undoutably bring many challenges. But it's a moral imperitive so we should do it anyway. Liberals love to use implementation challenges as a moral salve for injustice.",Kuuga_Gameing,NYC,0,4,0
317,2022-03-29 03:15:57+00:00,,0,Bridge and tunnel traffic is almost back to pre-pandemic levels. But airport and PATH activity is still lagging. https://t.co/LX5xquLrPx,UESPatch,"Upper East Side, Manhattan",0,0,0
318,2022-03-29 03:13:31+00:00,1,1,Construction on #ALine NB from Broadway Jct to Utica Av https://t.co/qSLurP2XQm,511nyACE,New York City,0,0,0
319,2022-03-29 03:13:30+00:00,1,1,Construction on #ALine NB from Broadway Jct to Utica Av https://t.co/ZefaWL734t,511NY,New York State,0,0,0
320,2022-03-29 03:13:20+00:00,2,1,UPDATE LOWER HUDSON VALLEY: Injury crash: SB on I-95 exit 19-exit 18B: Left &amp; center lanes blocked,ThruwayTraffic,New York,0,1,1
321,2022-03-29 03:05:33+00:00,2,1,LOWER HUDSON VALLEY: Injury crash: SB on I-95 exit 19-exit 18B: Left lane blocked,ThruwayTraffic,New York,0,1,1
322,2022-03-29 03:03:08+00:00,,0,@MattMonagan The traffic cone hall of fame ?,GordonLess,"New York, NY",1,0,0
323,2022-03-29 03:00:14+00:00,,0,"Safety first! Our construction students reviewing protocols before practicing building their trade.
#yayb #construction #safetyfirst https://t.co/H3Lbe59IVG",YAYouthBuild,"East Harlem, NY",0,0,1
324,2022-03-29 02:54:44+00:00,,0,"Not only is @drivemycar_mv just an incredible film, but the score is a masterpiece. The music incorporates the sounds of a car, traffic, driving as part of the jazz soundscape. Listening to it *feels* like swooping down a highway. So peaceful and captivating. #DriveMyCar",bpreeves,New York,0,4,0
325,2022-03-29 02:54:37+00:00,,0,@david_illini @gmraynor You clearly don’t know CT shoreline traffic 😂,GMcGheesAnkles,"Manhattan, NY",1,1,0
326,2022-03-29 02:53:19+00:00,,0,Universal Hip Hop Museum Planning Metaverse Experience Before Construction of Venue Completed https://t.co/msu2KG0ci5 via blackenterprise,PinkyTuscad7,New York,0,0,0
327,2022-03-29 02:48:59+00:00,,0,"@BamfingCircus She laughed more and kept weaving through traffic hoping he could see the lights. They were gorgeous at night. 

“Almost there! Try to enjoy the view!”",ChildOfThorne,"New York, USA",1,0,0
328,2022-03-29 02:47:47+00:00,,0,#BloggingTips #MLMleads This specialized blog traffic generation plan will show you ways to build a recruiting craze working with social websites https://t.co/kzXFsMHFmA https://t.co/Yrb9JXHQVr,TheWealthZone,"New York, NY",0,0,0
329,2022-03-29 02:41:38+00:00,,0,"@nmkateman Related: they are doing construction on my school, outside my window, while I’m teaching on zoom, every single day 🥲",KC_Hankins,"New York, USA",0,2,0
330,2022-03-29 02:39:23+00:00,,0,@petermarksdrama Wow! On opening night? That set construction crew best get on that and make that door stronger!,gottasinghlc,"New York, USA",1,3,0
331,2022-03-29 02:37:39+00:00,,0,Agreed! I believe that was a real car accident… https://t.co/KAbRueAsyd,KeiraNY,NYC,0,1,0
332,2022-03-29 02:35:01+00:00,,0,He overturns on the forklift in the construction site: he dies 52 years old https://t.co/nnlRQxyXLT,topwhichcom,New York,0,0,0
333,2022-03-29 02:31:43+00:00,0,1,Cleared: Construction on #CLine NB from Broadway Jct to Utica Av,511nyACE,New York City,0,0,0
334,2022-03-29 02:31:43+00:00,0,1,Cleared: Construction on #CLine NB from Broadway Jct to Utica Av,511NY,New York State,0,0,0
335,2022-03-29 02:31:12+00:00,,0,"@PlzCallMeT Really depends.  Some are reputable.  Some aren’t.  But in general they aren’t designed to make your network access faster, rather to encrypt and hide your traffic from your local provider before you hit the internet, and to mask your location.  Won’t help local wifi problems.",nycMasked,"New York, NY",1,3,0
336,2022-03-29 02:30:42+00:00,,0,"That new Kim Petras album will have you sucking construction worker dick in a stairwell of building you don't even live in

WHEW child",JayJurden,"New York, NY",0,19,2
337,2022-03-29 02:30:03+00:00,1,1,"@jeremyexplains East bound traffic on this piece of Astoria Blvd can't see much either. Precinct cars, both official and private, are creating a hazardous situation every single day. @NYPD114Pct certainly knows that, yet it continues.",BikeQns,"New York, NY",0,4,0
338,2022-03-29 02:28:34+00:00,,0,@SamoliansSam @OnBallSteph I read tweet. He’s asking about how much Kerr plays Chiozza in comparison to Cook. The flawed roster construction which has existed for years now doesn’t explain why he’s obsessed with playing this man. That’s kinda the point of the question that was asked.,natfluential,"New York, USA",1,0,0
339,2022-03-29 02:28:27+00:00,1,1,"@NotifyNYC: Update: Following a prior closure, all westbound lanes of the Prospect Expressway have reopened at 7th Avenue in Brooklyn. Expect residual delays. Multilingual &amp; ASL Link: https://t.co/RI0IMVqUe9.",DutchKillsCivic,"Long Island City, Queens",0,0,0
340,2022-03-29 02:27:32+00:00,,0,"He stressed that UNSC sanctions should be lifted as soon as possible in light of the changed situations in Sudan.

Unilateral sanctions are a roadblock to Sudan's development. The country concerned should change its imperious logic of sanctioning other countries at every turn.",Chinamission2un,"New York, NY",1,6,1
341,2022-03-29 02:25:25+00:00,,0,@Imposter_Edits Amazing how fast they are driving in such inclement weather!,nyi_news,"New York, NY",0,0,0
342,2022-03-29 02:15:17+00:00,,0,Have you been trying to generate targeted traffic  plus customers implementing Twitter and Facebook without achieving success?  Go to this kind of video presentation https://t.co/buaBPuAs9f https://t.co/U6S8urfc3X,TheWealthZone,"New York, NY",0,0,0
343,2022-03-29 02:11:24+00:00,1,1,Construction on #RFKTriboroughBridge NB from Queens Span to Bronx Span https://t.co/IgNo3HpVsj,511NY,New York State,0,0,0
344,2022-03-29 02:09:43+00:00,1,1,"Update: Following a prior closure, all westbound lanes of the Prospect Expressway have reopened at 7th Avenue in Brooklyn. Expect residual delays. Multilingual &amp; ASL Link: https://t.co/HuA8o4rqF7.",NotifyNYC,New York City,0,3,1
345,2022-03-29 02:09:32+00:00,1,1,Updated: Construction on #Systemwide https://t.co/U3VI2WiHwg,511NY,New York State,0,0,0
346,2022-03-29 02:04:44+00:00,,0,@smokeydogg777 They see this as some kind of achievements (Xbox) and Tropies (PlayStation). Next they’ll do these things in air traffic controllers,ARod08528,New York,0,0,0
